STATISTIC,STATISTIC Label,TLIST(M1),Month,C02068V02499,Type of Feedstuff,UNIT,VALUE
AJM08,Feed Stuff Price,201702,2017 February,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201702,2017 February,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201702,2017 February,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201702,2017 February,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,295.0
AJM08,Feed Stuff Price,201702,2017 February,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201702,2017 February,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201702,2017 February,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,265.0
AJM08,Feed Stuff Price,201702,2017 February,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,270.0
AJM08,Feed Stuff Price,201702,2017 February,18,Dairy meal (16-18% protein),Euro per Tonne,249.0
AJM08,Feed Stuff Price,201702,2017 February,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201702,2017 February,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201702,2017 February,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201702,2017 February,22,Layers' mash (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201702,2017 February,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201702,2017 February,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201702,2017 February,25,Milk replacer,Euro per Tonne,2012.0
AJM08,Feed Stuff Price,201702,2017 February,26,Wheat,Euro per Tonne,185.0
AJM08,Feed Stuff Price,201702,2017 February,27,Ewe feed coarse (16-20% protein),Euro per Tonne,266.0
AJM08,Feed Stuff Price,201702,2017 February,28,Ewe pellets/nuts (16-20%),Euro per Tonne,280.0
AJM08,Feed Stuff Price,201702,2017 February,29,Lamb feed (16-20% protein),Euro per Tonne,298.0
AJM08,Feed Stuff Price,201702,2017 February,30,Cattle fattening meal (13-15% protein),Euro per Tonne,249.0
AJM08,Feed Stuff Price,201703,2017 March,1,Rolled barley,Euro per Tonne,199.0
AJM08,Feed Stuff Price,201703,2017 March,4,Soya bean meal,Euro per Tonne,414.0
AJM08,Feed Stuff Price,201703,2017 March,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,201703,2017 March,6,Maize meal,Euro per Tonne,234.0
AJM08,Feed Stuff Price,201703,2017 March,7,Flaked maize,Euro per Tonne,280.0
AJM08,Feed Stuff Price,201703,2017 March,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201703,2017 March,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201703,2017 March,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201703,2017 March,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201703,2017 March,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,291.0
AJM08,Feed Stuff Price,201703,2017 March,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201703,2017 March,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201703,2017 March,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,265.0
AJM08,Feed Stuff Price,201703,2017 March,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,269.0
AJM08,Feed Stuff Price,201703,2017 March,18,Dairy meal (16-18% protein),Euro per Tonne,247.0
AJM08,Feed Stuff Price,201703,2017 March,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201703,2017 March,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201703,2017 March,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201703,2017 March,22,Layers' mash (14-16% protein),Euro per Tonne,348.0
AJM08,Feed Stuff Price,201703,2017 March,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201703,2017 March,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201703,2017 March,25,Milk replacer,Euro per Tonne,1981.0
AJM08,Feed Stuff Price,201703,2017 March,26,Wheat,Euro per Tonne,187.0
AJM08,Feed Stuff Price,201703,2017 March,27,Ewe feed coarse (16-20% protein),Euro per Tonne,265.0
AJM08,Feed Stuff Price,201703,2017 March,28,Ewe pellets/nuts (16-20%),Euro per Tonne,279.0
AJM08,Feed Stuff Price,201703,2017 March,29,Lamb feed (16-20% protein),Euro per Tonne,296.0
AJM08,Feed Stuff Price,201703,2017 March,30,Cattle fattening meal (13-15% protein),Euro per Tonne,249.0
AJM08,Feed Stuff Price,201704,2017 April,1,Rolled barley,Euro per Tonne,199.0
AJM08,Feed Stuff Price,201704,2017 April,4,Soya bean meal,Euro per Tonne,409.0
AJM08,Feed Stuff Price,201704,2017 April,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,201704,2017 April,6,Maize meal,Euro per Tonne,233.0
AJM08,Feed Stuff Price,201704,2017 April,7,Flaked maize,Euro per Tonne,280.0
AJM08,Feed Stuff Price,201704,2017 April,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201704,2017 April,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201704,2017 April,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201704,2017 April,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201704,2017 April,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,291.0
AJM08,Feed Stuff Price,201704,2017 April,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201704,2017 April,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201704,2017 April,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,265.0
AJM08,Feed Stuff Price,201704,2017 April,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,270.0
AJM08,Feed Stuff Price,201704,2017 April,18,Dairy meal (16-18% protein),Euro per Tonne,247.0
AJM08,Feed Stuff Price,201704,2017 April,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201704,2017 April,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201704,2017 April,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201704,2017 April,22,Layers' mash (14-16% protein),Euro per Tonne,348.0
AJM08,Feed Stuff Price,201704,2017 April,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201704,2017 April,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201704,2017 April,25,Milk replacer,Euro per Tonne,1983.0
AJM08,Feed Stuff Price,201704,2017 April,26,Wheat,Euro per Tonne,186.0
AJM08,Feed Stuff Price,201704,2017 April,27,Ewe feed coarse (16-20% protein),Euro per Tonne,265.0
AJM08,Feed Stuff Price,201704,2017 April,28,Ewe pellets/nuts (16-20%),Euro per Tonne,280.0
AJM08,Feed Stuff Price,201704,2017 April,29,Lamb feed (16-20% protein),Euro per Tonne,296.0
AJM08,Feed Stuff Price,201704,2017 April,30,Cattle fattening meal (13-15% protein),Euro per Tonne,249.0
AJM08,Feed Stuff Price,201705,2017 May,1,Rolled barley,Euro per Tonne,199.0
AJM08,Feed Stuff Price,201705,2017 May,4,Soya bean meal,Euro per Tonne,405.0
AJM08,Feed Stuff Price,201705,2017 May,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,201705,2017 May,6,Maize meal,Euro per Tonne,233.0
AJM08,Feed Stuff Price,201705,2017 May,7,Flaked maize,Euro per Tonne,280.0
AJM08,Feed Stuff Price,201705,2017 May,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201705,2017 May,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201705,2017 May,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201705,2017 May,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201705,2017 May,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,291.0
AJM08,Feed Stuff Price,201705,2017 May,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201705,2017 May,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201705,2017 May,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,266.0
AJM08,Feed Stuff Price,201705,2017 May,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,270.0
AJM08,Feed Stuff Price,201705,2017 May,18,Dairy meal (16-18% protein),Euro per Tonne,247.0
AJM08,Feed Stuff Price,201705,2017 May,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201705,2017 May,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201705,2017 May,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201705,2017 May,22,Layers' mash (14-16% protein),Euro per Tonne,348.0
AJM08,Feed Stuff Price,201705,2017 May,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201705,2017 May,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201705,2017 May,25,Milk replacer,Euro per Tonne,1991.0
AJM08,Feed Stuff Price,201705,2017 May,26,Wheat,Euro per Tonne,187.0
AJM08,Feed Stuff Price,201705,2017 May,27,Ewe feed coarse (16-20% protein),Euro per Tonne,265.0
AJM08,Feed Stuff Price,201705,2017 May,28,Ewe pellets/nuts (16-20%),Euro per Tonne,280.0
AJM08,Feed Stuff Price,201705,2017 May,29,Lamb feed (16-20% protein),Euro per Tonne,296.0
AJM08,Feed Stuff Price,201705,2017 May,30,Cattle fattening meal (13-15% protein),Euro per Tonne,250.0
AJM08,Feed Stuff Price,201706,2017 June,1,Rolled barley,Euro per Tonne,201.0
AJM08,Feed Stuff Price,201706,2017 June,4,Soya bean meal,Euro per Tonne,401.0
AJM08,Feed Stuff Price,201706,2017 June,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,201706,2017 June,6,Maize meal,Euro per Tonne,231.0
AJM08,Feed Stuff Price,201706,2017 June,7,Flaked maize,Euro per Tonne,280.0
AJM08,Feed Stuff Price,201706,2017 June,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201706,2017 June,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201706,2017 June,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201706,2017 June,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201706,2017 June,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,201706,2017 June,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201706,2017 June,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201706,2017 June,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,265.0
AJM08,Feed Stuff Price,201706,2017 June,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,270.0
AJM08,Feed Stuff Price,201706,2017 June,18,Dairy meal (16-18% protein),Euro per Tonne,247.0
AJM08,Feed Stuff Price,201706,2017 June,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201706,2017 June,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201706,2017 June,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201706,2017 June,22,Layers' mash (14-16% protein),Euro per Tonne,348.0
AJM08,Feed Stuff Price,201706,2017 June,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201706,2017 June,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201706,2017 June,25,Milk replacer,Euro per Tonne,2000.0
AJM08,Feed Stuff Price,201706,2017 June,26,Wheat,Euro per Tonne,185.0
AJM08,Feed Stuff Price,201706,2017 June,27,Ewe feed coarse (16-20% protein),Euro per Tonne,264.0
AJM08,Feed Stuff Price,201706,2017 June,28,Ewe pellets/nuts (16-20%),Euro per Tonne,282.0
AJM08,Feed Stuff Price,201706,2017 June,29,Lamb feed (16-20% protein),Euro per Tonne,304.0
AJM08,Feed Stuff Price,201706,2017 June,30,Cattle fattening meal (13-15% protein),Euro per Tonne,250.0
AJM08,Feed Stuff Price,201707,2017 July,1,Rolled barley,Euro per Tonne,201.0
AJM08,Feed Stuff Price,201707,2017 July,4,Soya bean meal,Euro per Tonne,400.0
AJM08,Feed Stuff Price,201707,2017 July,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,201707,2017 July,6,Maize meal,Euro per Tonne,231.0
AJM08,Feed Stuff Price,201707,2017 July,7,Flaked maize,Euro per Tonne,280.0
AJM08,Feed Stuff Price,201707,2017 July,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201707,2017 July,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201707,2017 July,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201707,2017 July,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,201707,2017 July,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,201707,2017 July,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201707,2017 July,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201707,2017 July,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,265.0
AJM08,Feed Stuff Price,201707,2017 July,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,270.0
AJM08,Feed Stuff Price,201707,2017 July,18,Dairy meal (16-18% protein),Euro per Tonne,247.0
AJM08,Feed Stuff Price,201707,2017 July,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201707,2017 July,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201707,2017 July,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201707,2017 July,22,Layers' mash (14-16% protein),Euro per Tonne,348.0
AJM08,Feed Stuff Price,201707,2017 July,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201707,2017 July,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201707,2017 July,25,Milk replacer,Euro per Tonne,2000.0
AJM08,Feed Stuff Price,201707,2017 July,26,Wheat,Euro per Tonne,187.0
AJM08,Feed Stuff Price,201707,2017 July,27,Ewe feed coarse (16-20% protein),Euro per Tonne,264.0
AJM08,Feed Stuff Price,201707,2017 July,28,Ewe pellets/nuts (16-20%),Euro per Tonne,282.0
AJM08,Feed Stuff Price,201707,2017 July,29,Lamb feed (16-20% protein),Euro per Tonne,304.0
AJM08,Feed Stuff Price,201707,2017 July,30,Cattle fattening meal (13-15% protein),Euro per Tonne,250.0
AJM08,Feed Stuff Price,201708,2017 August,1,Rolled barley,Euro per Tonne,203.0
AJM08,Feed Stuff Price,201708,2017 August,4,Soya bean meal,Euro per Tonne,393.0
AJM08,Feed Stuff Price,201708,2017 August,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,201708,2017 August,6,Maize meal,Euro per Tonne,229.0
AJM08,Feed Stuff Price,201708,2017 August,7,Flaked maize,Euro per Tonne,337.0
AJM08,Feed Stuff Price,201708,2017 August,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201708,2017 August,10,Pig fattening meal (13-15% protein),Euro per Tonne,300.0
AJM08,Feed Stuff Price,201708,2017 August,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201708,2017 August,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,361.0
AJM08,Feed Stuff Price,201708,2017 August,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,294.0
AJM08,Feed Stuff Price,201708,2017 August,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201708,2017 August,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201708,2017 August,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,266.0
AJM08,Feed Stuff Price,201708,2017 August,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,271.0
AJM08,Feed Stuff Price,201708,2017 August,18,Dairy meal (16-18% protein),Euro per Tonne,246.0
AJM08,Feed Stuff Price,201708,2017 August,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201708,2017 August,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201708,2017 August,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201708,2017 August,22,Layers' mash (14-16% protein),Euro per Tonne,364.0
AJM08,Feed Stuff Price,201708,2017 August,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201708,2017 August,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201708,2017 August,25,Milk replacer,Euro per Tonne,1991.0
AJM08,Feed Stuff Price,201708,2017 August,26,Wheat,Euro per Tonne,199.0
AJM08,Feed Stuff Price,201708,2017 August,27,Ewe feed coarse (16-20% protein),Euro per Tonne,266.0
AJM08,Feed Stuff Price,201708,2017 August,28,Ewe pellets/nuts (16-20%),Euro per Tonne,280.0
AJM08,Feed Stuff Price,201708,2017 August,29,Lamb feed (16-20% protein),Euro per Tonne,298.0
AJM08,Feed Stuff Price,201708,2017 August,30,Cattle fattening meal (13-15% protein),Euro per Tonne,255.0
AJM08,Feed Stuff Price,201709,2017 September,1,Rolled barley,Euro per Tonne,203.0
AJM08,Feed Stuff Price,201709,2017 September,4,Soya bean meal,Euro per Tonne,388.0
AJM08,Feed Stuff Price,201709,2017 September,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,201709,2017 September,6,Maize meal,Euro per Tonne,230.0
AJM08,Feed Stuff Price,201709,2017 September,7,Flaked maize,Euro per Tonne,337.0
AJM08,Feed Stuff Price,201709,2017 September,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201709,2017 September,10,Pig fattening meal (13-15% protein),Euro per Tonne,300.0
AJM08,Feed Stuff Price,201709,2017 September,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201709,2017 September,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,361.0
AJM08,Feed Stuff Price,201709,2017 September,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,294.0
AJM08,Feed Stuff Price,201709,2017 September,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201709,2017 September,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201709,2017 September,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,265.0
AJM08,Feed Stuff Price,201709,2017 September,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,270.0
AJM08,Feed Stuff Price,201709,2017 September,18,Dairy meal (16-18% protein),Euro per Tonne,245.0
AJM08,Feed Stuff Price,201709,2017 September,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201709,2017 September,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201709,2017 September,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201709,2017 September,22,Layers' mash (14-16% protein),Euro per Tonne,364.0
AJM08,Feed Stuff Price,201709,2017 September,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201709,2017 September,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,201709,2017 September,25,Milk replacer,Euro per Tonne,1991.0
AJM08,Feed Stuff Price,201709,2017 September,26,Wheat,Euro per Tonne,200.0
AJM08,Feed Stuff Price,201709,2017 September,27,Ewe feed coarse (16-20% protein),Euro per Tonne,266.0
AJM08,Feed Stuff Price,201709,2017 September,28,Ewe pellets/nuts (16-20%),Euro per Tonne,279.0
AJM08,Feed Stuff Price,201709,2017 September,29,Lamb feed (16-20% protein),Euro per Tonne,298.0
AJM08,Feed Stuff Price,201709,2017 September,30,Cattle fattening meal (13-15% protein),Euro per Tonne,254.0
